event_id,event_family,event_type,example_id,trajectory_id,relative_sentence_offset,belief_group,n_probe_rows,belief_error_rate
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,key,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,0,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,0,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,0,key,2,0.5
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,0,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,0,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,key,2,0.5
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,1,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,key,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,2,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,3,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,3,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,3,key,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,3,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,3,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,4,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,4,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,4,key,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,4,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,4,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,5,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,5,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,5,key,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,5,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:action_change,action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,5,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:suboptimal_to_optimal,suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,all,6,0.16666666666666666
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:suboptimal_to_optimal,suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,wall,5,0.2
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:suboptimal_to_optimal,suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,key,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:suboptimal_to_optimal,suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,door,2,0.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:suboptimal_to_optimal,suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,-1,wall_down,1,1.0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:1:suboptimal_to_optimal,suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,0,all,6,0.16666666666666666
