audit_type,event_id,example_id,trajectory_id,failure_category,reasoning_step_idx,reasoning_progress,reasoning_character_progress,analysis_unit,event_type,previous_action,current_action,strictly_sustained_to_trace_end,shift_id,question_id,question_family,previous_answer,current_answer,ground_truth,shift_type,persistent_belief_error
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:1,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,1,0.0125,0.014475271411338963,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:3,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,3,0.0375,0.02925211097708082,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:4,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,4,0.05,0.04101326899879373,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:5,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,5,0.0625,0.05277442702050664,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:6,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,6,0.075,0.08353437876960193,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:7,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,7,0.0875,0.08835946924004826,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:8,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,8,0.1,0.09469240048250904,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:10,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,10,0.125,0.10735826296743065,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:13,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,13,0.1625,0.1405307599517491,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:15,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,15,0.1875,0.15470446320868517,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:18,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,18,0.225,0.18425814234016888,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:22,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,22,0.275,0.22074788902291917,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:23,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,23,0.2875,0.2382388419782871,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:27,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,27,0.3375,0.2807599517490953,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:28,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,28,0.35,0.29071170084439085,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:29,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,29,0.3625,0.30066344993968636,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:30,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,30,0.375,0.3054885404101327,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:32,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,32,0.4,0.3284077201447527,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:33,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,33,0.4125,0.33262967430639323,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:34,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,34,0.425,0.3365500603136309,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:35,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,35,0.4375,0.3573582629674306,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:37,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,37,0.4625,0.4019903498190591,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:43,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,43,0.5375,0.5003015681544029,sentence,action_identity_change_without_optimality_change,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000:action:44,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_000,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,44,0.55,0.5223160434258143,sentence,action_identity_change_without_optimality_change,UP,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:action:3,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,3,0.012396694214876033,0.010055754679410594,sentence,suboptimal_to_optimal_recovery,RIGHT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:action:73,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,73,0.30165289256198347,0.23974512146555157,sentence,transient_optimal_to_suboptimal,UP,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:action:74,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,74,0.30578512396694213,0.24133811230585425,sentence,suboptimal_to_optimal_recovery,LEFT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:action:76,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,76,0.3140495867768595,0.2475109518120271,sentence,transient_optimal_to_suboptimal,UP,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001:action:77,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_001,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,none,77,0.3181818181818182,0.24990043807248108,sentence,suboptimal_to_optimal_recovery,LEFT,UP,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:1,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,1,0.014084507042253521,0.030101505075253762,sentence,action_identity_change_without_optimality_change,DOWN,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:4,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,4,0.056338028169014086,0.05215260763038152,sentence,action_identity_change_without_optimality_change,LEFT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:5,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,5,0.07042253521126761,0.05950297514875744,sentence,action_identity_change_without_optimality_change,DOWN,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:13,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,13,0.18309859154929578,0.1592579628981449,sentence,action_identity_change_without_optimality_change,LEFT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:15,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,15,0.2112676056338028,0.1704585229261463,sentence,action_identity_change_without_optimality_change,DOWN,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:20,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,20,0.28169014084507044,0.2527126356317816,sentence,action_identity_change_without_optimality_change,LEFT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:21,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,21,0.29577464788732394,0.2765138256912846,sentence,action_identity_change_without_optimality_change,DOWN,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:30,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,30,0.4225352112676056,0.3703185159257963,sentence,action_identity_change_without_optimality_change,LEFT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:32,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,32,0.4507042253521127,0.4497724886244312,sentence,action_identity_change_without_optimality_change,DOWN,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:33,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,33,0.4647887323943662,0.47322366118305914,sentence,action_identity_change_without_optimality_change,LEFT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:36,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,36,0.5070422535211268,0.5138256912845642,sentence,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:37,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,37,0.5211267605633803,0.5383269163458173,sentence,suboptimal_to_optimal_recovery,RIGHT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:38,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,38,0.5352112676056338,0.5628281414070704,sentence,sustained_optimal_to_suboptimal,DOWN,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:40,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,40,0.5633802816901409,0.5740287014350718,sentence,suboptimal_to_optimal_recovery,RIGHT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:41,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,41,0.5774647887323944,0.5796289814490725,sentence,transient_optimal_to_suboptimal,DOWN,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002:action:42,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,backtrack,42,0.5915492957746479,0.5866293314665734,sentence,suboptimal_to_optimal_recovery,RIGHT,DOWN,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003:action:5,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,short_loop,5,0.04504504504504504,0.024246704331450094,sentence,suboptimal_to_optimal_recovery,DOWN,LEFT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003:action:14,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,short_loop,14,0.12612612612612611,0.09722222222222222,sentence,transient_optimal_to_suboptimal,LEFT,RIGHT,False,,,,,,,,
action_transition,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003:action:15,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0_step_003,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_0,short_loop,15,0.13513513513513514,0.1038135593220339,sentence,suboptimal_to_optimal_recovery,RIGHT,LEFT,False,,,,,,,,
